section,metric,value,source_word,mutation_pool_size,mutations_selected,valid_contexts,unmatched_contexts,mutation,transformation,augmentation_level,sentence_variants_generated,count,percentage,category,original_count,augmented_count,total_count,text,reason,original_word,mutated_word,original_sentence,augmented_sentence
unmatched_rows,,,apeshit,,,,,,,,,,,,,,,"Can't believe those ape-ignoring, privileged racists are complaining about their lives. Get a grip.",source_word_not_found_in_text,,,,
unmatched_rows,,,apeshit,,,,,,,,,,,,,,,What's wrong with some people? The ape-obsessed religious fanatics have lost all sense of reality.,source_word_not_found_in_text,,,,
unmatched_rows,,,anus,,,,,,,,,,,,,,,I can't believe these ignorant black people keep protesting for their rights. They need to go back to Africa.,source_word_not_found_in_text,,,,
unmatched_rows,,,anus,,,,,,,,,,,,,,,"The constant stream of hateful content on social media is like a never-ending cycle of sh*t, it's time to flush it all away.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"You're nothing but a ball-sucking loser, always trying to suck up to people for your own benefit.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"I can't believe you're still acting like such a ball-sucking sycophant, it's really pathetic.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"You're such a ball-sucking yes-man, always going along with whatever people want just to suck up to them.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,Why do you always have to be such a ball-sucking idiot? Grow up and learn to think for yourself.,source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"You are the ultimate ball-sucking sycophant. You always do whatever someone else wants, just to suck up to them.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"You're so desperate to suck up to everyone, you even go as far as calling them 'ball-sucking' idiots? How sad.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,How pathetic of you to come on here talking about your shitty lives as gay ball suckers. We don't need your kind here.,source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"You're just a bunch of useless ball suckers, trying to make our lives harder because you're too ignorant to understand.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"If you don't stop being such a ball-sucking loser, I'll make sure you're excluded from our group.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,You better stop ball-sucking in our group or I'll get you kicked out.,source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"If you keep ball-sucking, you'll be the laughing stock of the entire school.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"You're a ball-sucking idiot, and we all think you're better off alone.",source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,Your ball-sucking ways won't be tolerated in our group. Either shape up or ship out.,source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,Stop sucking ball and you might just get accepted into our group.,source_word_not_found_in_text,,,,
unmatched_rows,,,ball sucking,,,,,,,,,,,,,,,"I really don't get the hype about some games, they just suck like a ball",source_word_not_found_in_text,,,,
unmatched_rows,,,boob,,,,,,,,,,,,,,,Can we really call ourselves civilized when there are those who spread hate under the guise of free speech?,source_word_not_found_in_text,,,,
unmatched_rows,,,eat my ass,,,,,,,,,,,,,,,"Wow, you're really stupid. Go back to eating my ass and leave me alone.",source_word_not_found_in_text,,,,
unmatched_rows,,,blonde on blonde action,,,,,,,,,,,,,,,"Why don't you just dye your hair blonde, I bet you would look better that way. 😊",source_word_not_found_in_text,,,,
unmatched_rows,,,blonde on blonde action,,,,,,,,,,,,,,,"I swear, every time I try to listen to a blonde on blonde podcast, it's just too much drama and gossip. Ugh.",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,"Yo, John, did you just admit to being a tree-fucker? Wow, you've reached a new level of pathetic! 😂",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,"Wow, Sarah, the way you're obsessed with trees... you're a real dendrophile alright. Maybe you should just marry a tree. 🌳",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,"Hey Bob, don't you think it's a bit odd that you always go to the park when it's raining? I mean, come on, you're a dendrophile, aren't you? 🌳",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,"You know, Jenny, the way you constantly talk about trees... it's almost like you're secretly a dendrophile. But hey, it's cool if you are! 🌳",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,"Mike, you're such a dendrophile. Honestly, your love for trees is unhealthy. Maybe you should get professional help. 🌳",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,"She's a dendrophile, but not in a good way. I mean, who even cares about trees? That's like some weird religion, and we all know what religion does to people.",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,Why do people with disabilities always have to be dendrophiles? It's just so weird and not normal. They need to learn how to interact with humans instead of trees.,source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,"It's so sad that our society has to tolerate dendrophiles (tree-lovers) like that guy. He's just so different and strange, it's like he doesn't even belong here.",source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,I just can't understand why everything goes wrong every day. It's like I'm cursed. 🤦‍♂️,source_word_not_found_in_text,,,,
unmatched_rows,,,dendrophilia,,,,,,,,,,,,,,,Sometimes I wonder if I'm being punished for some past life. All this frustration and chaos. 🤷‍♂️,source_word_not_found_in_text,,,,
unmatched_rows,,,bollocks,,,,,,,,,,,,,,,"If you don't stop lying about me, I'll make sure everyone sees the real you.",source_word_not_found_in_text,,,,
unmatched_rows,,,bollocks,,,,,,,,,,,,,,,"Oh, you're just full of crap again, my friend! 😄",source_word_not_found_in_text,,,,
example_preview,,,,,,,,,spacing_noise,mild,,,,,,,,,,femdom,fem_dom,"Wow, look at that femdom! Must be really easy to manipulate and control, huh? ð","Wow, look at that fem_dom! Must be really easy to manipulate and control, huh? ð"
example_preview,,,,,,,,,insertion,moderate,,,,,,,,,,busty,busztys,We need to bust the haters who think 'Busty' is a bad word. Time for some change!,We need to bust the haters who think 'busztys' is a bad word. Time for some change!
example_preview,,,,,,,,,repetition,mild,,,,,,,,,,barenaked,barenaaked,"My barenaked friend, you never cease to amaze me with your antics!","My barenaaked friend, you never cease to amaze me with your antics!"
example_preview,,,,,,,,,deletion,moderate,,,,,,,,,,dendrophilia,dedrophiia,"lol you dendrophilia, you're so full of yourself! love you bro!","lol you dedrophiia, you're so full of yourself! love you bro!"
example_preview,,,,,,,,,leetspeak,mild,,,,,,,,,,bareback,8areback,"Wow, look at that poor black girl. She can't even handle the simplest tasks, let alone run a company. Bareback in the boardroom, that's all she knows!","Wow, look at that poor black girl. She can't even handle the simplest tasks, let alone run a company. 8areback in the boardroom, that's all she knows!"
example_preview,,,,,,,,,leetspeak,mild,,,,,,,,,,bareback,bar3back,It's utterly disgusting how some people go bareback in their hate speech. It's appalling to see this kind of behavior in society today.,It's utterly disgusting how some people go bar3back in their hate speech. It's appalling to see this kind of behavior in society today.
example_preview,,,,,,,,,deletion,mild,,,,,,,,,,beaners,baners,Why do people still use 'beaners' as a slur? It's time we start addressing and condemning this toxic language.,Why do people still use 'baners' as a slur? It's time we start addressing and condemning this toxic language.
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,brown showers,brown showerjs,"Oh, so now you're claiming to have 'brown showers' too? Yeah, right. Let's see you pull that off and then I'll believe you.","Oh, so now you're claiming to have 'brown showerjs' too? Yeah, right. Let's see you pull that off and then I'll believe you."
example_preview,,,,,,,,,deletion,mild,,,,,,,,,,dendrophilia,dedrophilia,Your dendrophilia posts are so lame. I hope you get mocked by everyone for them.,Your dedrophilia posts are so lame. I hope you get mocked by everyone for them.
example_preview,,,,,,,,,leetspeak,mild,,,,,,,,,,busty,bu5ty,How can people be so hateful? Busty comments have no place in our society.,How can people be so hateful? bu5ty comments have no place in our society.
example_preview,,,,,,,,,deletion,mild,,,,,,,,,,blonde on blonde action,blonde on blonde actin,"Life is a blonde on blonde action sometimes, but I'll get through it.","Life is a blonde on blonde actin sometimes, but I'll get through it."
example_preview,,,,,,,,,leetspeak,mild,,,,,,,,,,blumpkin,8lumpkin,Whoever thought of blumpkin flavored ice cream was absolutely clueless.,Whoever thought of 8lumpkin flavored ice cream was absolutely clueless.
example_preview,,,,,,,,,deletion,mild,,,,,,,,,,busty,buty,Can't we just appreciate 'Busty' for what it is? Why does it have to be such a battleground for hate speech?,Can't we just appreciate 'buty' for what it is? Why does it have to be such a battleground for hate speech?
example_preview,,,,,,,,,insertion,moderate,,,,,,,,,,boob,boonob,It's not enough to just ignore the hateful comments and actions on the internet; we need to call out the boobishness.,It's not enough to just ignore the hateful comments and actions on the internet; we need to call out the boonobishness.
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,apeshit,apesh17,"Social media is great, but it's also turned into a platform for #apeshit. It's time to hold people accountable for their actions.","Social media is great, but it's also turned into a platform for #apesh17. It's time to hold people accountable for their actions."
example_preview,,,,,,,,,leetspeak,mild,,,,,,,,,,barenaked,b4renaked,"That movie was barenaked awful, I could hardly finish it.","That movie was b4renaked awful, I could hardly finish it."
example_preview,,,,,,,,,leetspeak,mild,,,,,,,,,,barenaked,b4renaked,"With so many instances of barenaked hate speech and bullying on the internet, it's important to speak up and call it out. Let's work together to create a kinder, more compassionate online community. 💪💙","With so many instances of b4renaked hate speech and bullying on the internet, it's important to speak up and call it out. Let's work together to create a kinder, more compassionate online community. 💪💙"
example_preview,,,,,,,,,spacing_noise,mild,,,,,,,,,,busty,bust_y,You're such a 'busty' b*tch! I hope you fall flat on your face and nobody likes you anymore.,You're such a 'bust_y' b*tch! I hope you fall flat on your face and nobody likes you anymore.
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,beaners,b34ners,"Stop stealing my food, you beaners! Just kidding, but you know you're my favorite!","Stop stealing my food, you b34ners! Just kidding, but you know you're my favorite!"
example_preview,,,,,,,,,keyboard_noise,mild,,,,,,,,,,beaners,beanefs,Why are beaners always so self-absorbed? They seem to think they're better than everyone else. It's really off-putting.,Why are beanefs always so self-absorbed? They seem to think they're better than everyone else. It's really off-putting.
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,ball sucking,b41l suckin9,"This new food trend is so ball sucking, can't believe people are into it.","This new food trend is so b41l suckin9, can't believe people are into it."
example_preview,,,,,,,,,keyboard_noise+mixed_script,heavy,,,,,,,,,,eat my ass,eag my аss,"You don't want to cross me on this, or I swear I'll make you eat my ass!","You don't want to cross me on this, or I swear I'll make you eag my аss!"
example_preview,,,,,,,,,repetition,mild,,,,,,,,,,barenaked,barenaaked,"Oh, you barenaked darling! How do you even have a brain when you act like that?","Oh, you barenaaked darling! How do you even have a brain when you act like that?"
example_preview,,,,,,,,,mixed_script,mild,,,,,,,,,,boob,bоob,"Ugh, just had the worst day. My boob kept giving me trouble, and it's driving me nuts.","Ugh, just had the worst day. My bоob kept giving me trouble, and it's driving me nuts."
example_preview,,,,,,,,,spacing_noise,mild,,,,,,,,,,bondage,b ondage,"Lmao, you're so bondage today, can't wait to see what you come up with next! 😉","Lmao, you're so b ondage today, can't wait to see what you come up with next! 😉"
